+------------------------------------------------------------------------------+
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| ASHTECH xxxxxxxx     | Note: Ashtech receiver types xxxxxxxx are passed      |
|                      |  automatically through firmware to S- and B-files     |
| ASHTECH 3DF-XXIV     |  4x6 channel, L1 only                                 |
| ASHTECH D-XII        |  12  channel, L1 only                                 |
| ASHTECH G-XII        |  12  channel, L1 only                                 |
| ASHTECH GG24C        |  24  channel, L1 only, GPS & GLONASS (GG-Surveyor))   |
| ASHTECH L-XII        |  12  channel, codeless L2                             |
| ASHTECH LCS-XII      |  12  channel, L1 only                                 |
| ASHTECH LM-XII3      |  12  channel, L1/L2 P1/P2, Model 700340A              |
| ASHTECH M-XII        |  12  channel, L1 only, photogrammetric option         |
| ASHTECH MS-XII       |  12  channel, L1 only                                 |
| ASHTECH P-XII3       |  12  channel, L1/L2 P1/P2 (P-12), Model 700363B       |
| ASHTECH RANGER       |  12  channel, codeless L2                             |
| ASHTECH S-XII        |  12  channel, L1 only                                 |
| ASHTECH SUPER-CA     |  12  channel, L1 only                                 |
| ASHTECH UZ-12        |  12 channel L1/L2 P1/P2 (Z-Surveyor/MicroZ/Z-fx/iCGRS)|
| ASHTECH Z-X          |  12 channel, L1/L2 P1/P2 Z-Xtreme                     |
|                      |  (Note: firmware reports UZ-12 but RF section         |
|                      |   is different)                                       |
| ASHTECH Z-XII3       |  12  channel, L1/L2 P1/P2                             |
|                      |  [includes Models 700570, 700724 (Z-12) and 700845    |
|                      |    (including LPZ-12 and Z-12 CGRS)]                  |
| ASHTECH Z-XII3GETT   |  12  channel, L1/L2 P1/P2 modified for time transfer  |
|                      |  (Note: firmware reports "Z-XII3")                    |
| ASHTECH Z-XII3T      |  12  channel, L1/L2 P1/P2 with Metronome option       |
|                      |  (Note: firmware reports "Z-XII3")                    |
| ASHTECH Z18          |  18  channel, L1/L2 P1/P2, GPS & GLONASS (Z-18)       |
+----------------------+-------------------------------------------------------+
| ASHTECH Antennae     |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| ASH700228A           |  Geodetic L1/L2 Model 700228A                         |
|                      |   11.2 inch groundplane, handles                      |
|                      |   8 holes labeled A-H for HI measurement              |
|                      |   leveling bubble, compass, external LNA,             |
|                      |   8 attachments for extended groundplane              |
| ASH700228A+EX        |  Model 700228A with extended groundplane              |
| ASH700228B           |  Geodetic L1/L2 Model 700228B                         |
|                      |   new external LNA for extra RF filtering             |
| ASH700228B+EX        |  Model 700228B with extended groundplane              |
| ASH700228C           |  Geodetic L1/L2 Model 700228C                         |
|                      |   eliminated leveling bubble                          |
| ASH700228C+EX        |  Model 700228C with extended groundplane              |
| ASH700228D           |  Geodetic L1/L2 "REV. B" 700228D                      |
|                      |   8 "L" shaped slots for HI measurement labeled A-H   |
| ASH700228E           |  Geodetic L1/L2 "REV. B" 700228E (same as D)          |
| ASH700699.L1         |  700699B_Mar.III_L1 
| ASH700700.A          |  Dual freq. marine antenna Model 700700.A             |
| ASH700700.B          |  Dual freq. marine antenna Model 700700.B             |
| ASH700700.C          |  Dual freq. marine antenna Model 700700.C             |
| ASH700718A           |  Geodetic III "Whopper" Model 700718A                 |
|                      |   14.5 inch groundplane, new antenna element,         |
|                      |   compass, no handles                                 |
| ASH700718A1          |  Geodetic III "Whopper" Model 700718A1 (same as A),   |
|                      |   cosmetic changes to antenna dome mounting           |
| ASH700718B           |  Geodetic III "Whopper" Model 700718B (same as A)     |
| ASH700829.2          |  Geodetic III "Whopper" Model 700829.2 (USCG)         |
|                      |  same as 700718 but with "snow cone" antenna dome and |
|                      |   weather proof paint                                 |
| ASH700829.3          |  Geodetic III "Whopper" Model 700829.3 (USCG)         |
|                      |   cosmetic changes to antenna dome mounting           |
|                      |   (same as models 700829.A and 700829.A1, see below)  |
| ASH700829.A          |  Geodetic III "Whopper" Model 700829.A (USCG)         |
| ASH700829.A1         |  Geodetic III "Whopper" Model 700829.A1 (USCG)        |
| ASH700936A_M         |  Dorne Margolin with chokerings, Model 700936A        |
|                      |   C146 Dorne Margolin element, milled chokerings      |
| ASH700936B_M         |  Dorne Margolin with chokerings, Model 700936B        |
|                      |   changed internal RF cabling                         |
| ASH700936C_M         |  Dorne Margolin with chokerings, Model 700936C        |
|                      |   improved antenna element centering                  |
| ASH700936D_M         |  Dorne Margolin with chokerings, Model 700936D        |
|                      |   same as 700936C, logo added to antenna dome         |
| ASH700936E           |  Dorne Margolin with chokerings, Model 700936 REV E   |
| ASH700936E_C         |  Dorne Margolin with chokerings, Model 700936.02 REV E|
|                      |   cast chokerings, original SCIGN design - recalled   |
| ASH700936F_C         |  Dorne Margolin with chokerings, Model 700936.02 REV F|
|                      |   same as ASH700936E_C - recalled                     |
| ASH701008.01B        |  Geodetic IIIA, Model 701008-01(B)                    |
| ASH701073.1          |  GPS/GLONASS (GG) dual-frequency with chokerings      |
|                      |   Model 701073 REV 1, supplied with Z18 receiver      |
| ASH701073.3          |  Model 701073 REV 3                                   |
| ASH701933A_M         |  Dorne Margolin with chokerings, Model 701933 REV A   |
|                      |   milled chokerings, watertight design,               |
|                      |   shallow threads                                     |
| ASH701933B_M         |  Dorne Margolin with chokerings, Model 701933 REV B   |
|                      |   milled chokerings, watertight design,               |
|                      |   shallow threads                                     |
| ASH701933C_M         |  Dorne Margolin with chokerings, Model 701933 REV C   |
|                      |   milled chokerings, watertight design,               |
|                      |   shallow threads, no humidity indicator              |
| ASH701941.1          |  Dual Frequency GPS/GLONASS Model 701941-NN REV 1     |
| ASH701941.2          |  Dual Frequency GPS/GLONASS Model 701941-NN REV 2     |
| ASH701941.A          |  Dual Frequency GPS/GLONASS Model 701941-NN REV A     |
| ASH701941.B          |  Dual Frequency GPS/GLONASS Model 701941-NN REV B     |
| ASH701945B_M         |  Dorne Margolin with chokerings, Model 701945-NN REV B|
|                      |   milled chokerings, watertight design                |
|                      |   (replaces recalled SCIGN ASH700936E_C antenna)      |
| ASH701945C_M         |  Dorne Margolin with chokerings, Model 701945-NN REV C|
|                      |   milled chokerings, watertight design                |
| ASH701945D_M         |  Dorne Margolin with chokerings, Model 701945-NN REV D|
|                      |   (only a few manufactured)                           |
| ASH701945E_M         |  Dorne Margolin with chokerings, Model 701945-NN REV E|
|                      |   milled chokerings, watertight design (includes E1)  |
| ASH701945G_M         |  Dorne Margolin with chokerings, Model 701945-NN REV G|
|                      |   (no physical changes from REV E)                    |
| ASH701946.2          |  Dorne Margolin with chokerings,Model 701946-NN REV 2 |
|                      |   (GPS + GLONASS)                                     |
| ASH701946.3          |  Dorne Margolin with chokerings,Model 701946-NN REV 3 |
|                      |   (GPS + GLONASS)                                     |
| ASH701975.01A        |  Geodetic IV, Rev A                                   |
| ASH701975.01Agp      |  Geodetic IV, Rev A with groundplane                  |
| ASHAC_L1             |  Single freq. without groundplane for aircraft use    |
| ASHAC_L1/L2          |  Dual freq. without groundplane for aircraft use      |
| ASHMAR/RANGE         |  Marine antenna, L1 only with a small groundplane     |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| ASHTECH MICROZ       |  ASHTECH UZ-12                                        |
| ASH701945.02B        |  ASH701945B_M                                         |
| ASH701946.022        |  ASH701946.2                                          |
| ASH701946.012        |  ASH701946.2                                          |
| MARINE/RANGE         |  ASHMAR/RANGE                                         |
| A-C L1               |  ASHAC_L1                                             |
| A-C L1/L2            |  ASHAC_L1/L2                                          |
| GEODETIC L1/L2 L     |  ASH700228A           | ASH700228B                    |
|                      |  ASH700228C                                           |
| GEODETIC L1/L2 P     |  ASH700228D           | ASH700228E                    |
| GEODETIC III L1/L2   |  ASH700718A           | ASH700718A1                   |
|                      |  ASH700718B           | ASH700829.2                   |
|                      |  ASH700829.3                                          |
| DORNE MARGOLIN ASH   |  ASH700936A_M         | ASH700936B_M                  |
|                      |  ASH700936C_M         | ASH700936D_M                  |
| 700228 NOTCH         |  ASH700228A           | ASH700228B                    |
|                      |  ASH700228C           | ASH700228D                    |
|                      |  ASH700228E                                           |
| 700228 RINGS         |  ASH700228A           | ASH700228B                    |
|                      |  ASH700228C           | ASH700228D                    |
|                      |  ASH700228E                                           |
+----------------------+-------------------------------------------------------+
| ASHTECH Antenna Domes|                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx SNOW |  ASHTECH conical "snow" antenna dome                  |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| JAVAD Receivers      |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| JAVAD DUO_G2         | 216 channels GPS L1, Galileo E1                       |
| JAVAD DUO_G2 DELTA   | 216 channels GPS L1, Galileo E1                       |
| JAVAD DUO_G2 SIGMA   | 216 channels GPS L1, Galileo E1                       |
| JAVAD DUO_G2D        | 216 channels GPS L1/L2/L2C, Galileo E1                |
| JAVAD DUO_G2D DELTA  | 216 channels GPS L1/L2, Galileo E1                    |
| JAVAD DUO_G2D SIGMA  | 216 channels GPS L1/L2/L2C, Galileo E1                |
| JAVAD GISMORE        | 216 channels GPS L1, GLONASS L1, Galileo E1           |
| JAVAD QUA_G3D        | 216 channels GPS L1/L2/L2C, GLONASS L1/L2, Galileo E1 |
| JAVAD QUA_G3D DELTA  | 216 channels GPS L1/L2/L2C, GLONASS L1/L2, Galileo E1 |
| JAVAD QUA_G3D SIGMA  | 216 channels GPS L1/L2/L2C, GLONASS L1/L2, Galileo E1 |
| JAVAD TR_G2          | 216 channels GPS L1, Galileo E1                       |
| JAVAD TR_G2T ALPHA   | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JAVAD TR_G2TH ALPHA  | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JAVAD TR_G3          | 216 channels GPS L1, GLONASS L1, Galileo E1           |
| JAVAD TR_G3 ALPHA    | 216 channels GPS L1, GLONASS L1, Galileo E1           |
| JAVAD TR_G3H         | 216 channels GPS L1, GLONASS L1, Galileo E1           |
| JAVAD TR_G3H ALPHA   | 216 channels GPS L1, GLONASS L1, Galileo E1           |
| JAVAD TR_G3T         | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TR_G3T ALPHA   | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TR_G3TH        | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TR_G3TH ALPHA  | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRE_G2T        | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JAVAD TRE_G2T DELTA  | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JAVAD TRE_G2T SIGMA  | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JAVAD TRE_G2TH       | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JAVAD TRE_G2TH DELTA | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JAVAD TRE_G2TH SIGMA | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JAVAD TRE_G3T        | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRE_G3T DELTA  | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRE_G3T SIGMA  | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRE_G3TAJ      | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRE_G3TAJ DELT | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRE_G3TAJ SIGM | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
